SeatNo,SeatType,IsAvailable,DepartTime,FlightNo,ArrivalTime
14A,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
14B,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
14C,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
14D,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
14E,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
14F,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
15A,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
15B,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
15C,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
15D,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
15E,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
15F,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
16A,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
16B,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
16C,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
16D,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
16E,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
16F,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
17A,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
17B,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
17C,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
17D,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
17E,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
17F,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
18A,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
18B,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
18C,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
18D,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
18E,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
18F,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
19A,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
19B,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
19C,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
19D,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
19E,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
19F,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
20A,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
20B,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
20C,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
20D,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
20E,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
20F,ECONOMY,true,2025-11-02 20:00:00,AC137,2025-11-03 04:00:00
1A,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
1B,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
1C,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
1D,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
1E,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
1F,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
2A,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
2B,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
2C,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
2D,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
2E,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
2F,FIRST,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
3A,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
3B,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
3C,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
3D,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
3E,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
3F,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
4A,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
4B,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
4C,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
4D,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
4E,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
4F,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
5A,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
5B,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
5C,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
5D,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
5E,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
5F,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
6A,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
6B,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
6C,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
6D,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
6E,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
6F,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
7A,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
7B,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
7C,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
7D,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
7E,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
7F,BUSINESS,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
8A,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
8B,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
8C,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
8D,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
8E,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
8F,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
9A,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
9B,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
9C,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
9D,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
9E,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
9F,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
10A,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
10B,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
10C,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
10D,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
10E,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
10F,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
11A,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
11B,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
11C,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
11D,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
11E,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
11F,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
12A,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
12B,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
12C,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
12D,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
12E,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
12F,PREMIUM_ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
13A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
13B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
13C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
13D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
13E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
13F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
14A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
14B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
14C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
14D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
14E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
14F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
15A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
15B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
15C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
15D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
15E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
15F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
16A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
16B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
16C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
16D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
16E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
16F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
17A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
17B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
17C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
17D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
17E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
17F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
18A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
18B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
18C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
18D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
18E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
18F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
19A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
19B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
19C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
19D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
19E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
19F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
20A,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
20B,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
20C,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
20D,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
20E,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
20F,ECONOMY,true,2025-11-04 04:00:00,SK141,2025-11-04 07:00:00
1A,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
1B,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
1C,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
1D,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
1E,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
1F,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
2A,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
2B,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
2C,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
2D,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
2E,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
2F,FIRST,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
3A,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
3B,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
3C,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
3D,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
3E,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
3F,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
4A,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
4B,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
4C,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
4D,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
4E,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
4F,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
5A,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
5B,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
5C,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
5D,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
5E,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
5F,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
6A,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
6B,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
6C,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
6D,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
6E,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
6F,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
7A,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
7B,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
7C,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
7D,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
7E,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
7F,BUSINESS,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
8A,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
8B,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
8C,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
8D,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
8E,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
8F,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
9A,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
9B,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
9C,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
9D,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
9E,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
9F,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
10A,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
10B,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
10C,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
10D,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
10E,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
10F,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
11A,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
11B,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
11C,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
11D,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
11E,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
11F,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
12A,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
12B,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
12C,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
12D,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
12E,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
12F,PREMIUM_ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
13A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
13B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
13C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
13D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
13E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
13F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
14A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
14B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
14C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
14D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
14E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
14F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
15A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
15B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
15C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
15D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
15E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
15F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
16A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
16B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
16C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
16D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
16E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
16F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
17A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
17B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
17C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
17D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
17E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
17F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
18A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
18B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
18C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
18D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
18E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
18F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
19A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
19B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
19C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
19D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
19E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
19F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
20A,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
20B,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
20C,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
20D,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
20E,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
20F,ECONOMY,true,2025-11-04 19:39:17,SK141,2025-11-04 21:00:00
1A,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
1B,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
1C,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
1D,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
1E,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
1F,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
2A,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
2B,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
2C,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
2D,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
2E,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
2F,FIRST,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
3A,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
3B,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
3C,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
3D,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
3E,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
3F,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
4A,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
4B,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
4C,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
4D,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
4E,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
4F,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
5A,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
5B,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
5C,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
5D,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
5E,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
5F,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
6A,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
6B,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
6C,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
6D,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
6E,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
6F,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
7A,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
7B,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
7C,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
7D,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
7E,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
7F,BUSINESS,true,2025-11-04 21:00:00,AC137,2025-11-05 01:00:00
