SeatNo,SeatType,IsAvailable,DepartTime,FlightNo,ArrivalTime
10D,ECONOMY,true,2025-10-21 08:23:07,TG122,2025-10-21 10:23:07
10E,ECONOMY,true,2025-10-21 08:23:07,TG122,2025-10-21 10:23:07
10F,ECONOMY,true,2025-10-21 08:23:07,TG122,2025-10-21 10:23:07
1A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
1B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
1C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
1D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
1E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
1F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
2A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
2B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
2C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
2D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
2E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
2F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
3A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
3B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
3C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
3D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
3E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
3F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
4A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
4B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
4C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
4D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
4E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
4F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
5A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
5B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
5C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
5D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
5E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
5F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
6A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
6B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
6C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
6D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
6E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
6F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
7A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
7B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
7C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
7D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
7E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
7F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
8A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
8B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
8C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
8D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
8E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
8F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
9A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
9B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
9C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
9D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
9E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
9F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
10A,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
10B,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
10C,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
10D,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
10E,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
10F,ECONOMY,true,2025-10-07 17:54:25,TG123,2025-10-07 18:54:25
1A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
1B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
1C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
1D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
1E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
1F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
2A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
2B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
2C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
2D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
2E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
2F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
3A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
3B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
3C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
3D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
3E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
3F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
4A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
4B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
4C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
4D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
4E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
4F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
5A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
5B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
5C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
5D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
5E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
5F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
6A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
6B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
6C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
6D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
6E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
6F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
7A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
7B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
7C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
7D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
7E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
7F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
8A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
8B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
8C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
8D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
8E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
8F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
9A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
9B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
9C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
9D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
9E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
9F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
10A,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
10B,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
10C,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
10D,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
10E,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
10F,ECONOMY,true,2025-09-25 21:40:28,TG124,2025-09-25 23:40:28
1A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
1B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
1C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
1D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
1E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
1F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
2A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
2B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
2C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
2D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
2E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
2F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
3A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
3B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
3C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
3D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
3E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
3F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
4A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
4B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
4C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
4D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
4E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
4F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
5A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
5B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
5C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
5D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
5E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
5F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
6A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
6B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
6C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
6D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
6E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
6F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
7A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
7B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
7C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
7D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
7E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
7F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
8A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
8B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
8C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
8D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
8E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
8F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
9A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
9B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
9C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
9D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
9E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
9F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
10A,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
10B,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
10C,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
10D,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
10E,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
10F,ECONOMY,true,2025-09-14 13:34:55,TG125,2025-09-14 14:34:55
1A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
1B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
1C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
1D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
1E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
1F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
2A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
2B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
2C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
2D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
2E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
2F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
3A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
3B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
3C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
3D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
3E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
3F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
4A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
4B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
4C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
4D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
4E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
4F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
5A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
5B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
5C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
5D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
5E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
5F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
6A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
6B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
6C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
6D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
6E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
6F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
7A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
7B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
7C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
7D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
7E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
7F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
8A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
8B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
8C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
8D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
8E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
8F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
9A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
9B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
9C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
9D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
9E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
9F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
10A,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
10B,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
10C,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
10D,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
10E,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
10F,ECONOMY,true,2025-09-17 13:34:55,TG126,2025-09-17 15:34:55
1A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
1B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
1C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
1D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
1E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
1F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
2A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
2B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
2C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
2D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
2E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
2F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
3A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
3B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
3C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
3D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
3E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
3F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
4A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
4B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
4C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
4D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
4E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
4F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
5A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
5B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
5C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
5D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
5E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
5F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
6A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
6B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
6C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
6D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
6E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
6F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
7A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
7B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
7C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
7D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
7E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
7F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
8A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
8B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
8C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
8D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
8E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
8F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
9A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
9B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
9C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
9D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
9E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
9F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
10A,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
10B,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
10C,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
10D,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
10E,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
10F,ECONOMY,true,2025-09-25 02:52:51,TG127,2025-09-25 03:52:51
1A,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
1B,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
1C,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
1D,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
1E,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
1F,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
2A,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
2B,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
2C,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
2D,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
2E,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
2F,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
3A,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
3B,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
3C,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
3D,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
3E,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
3F,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
4A,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
4B,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
4C,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
4D,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
4E,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
4F,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
5A,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
5B,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
5C,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
5D,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
5E,ECONOMY,true,2025-09-23 13:30:25,TG128,2025-09-23 14:30:25
